,age,Weidner_i0,Hannum_i0,PhotoAge
X8086,80,72.8951329444199,79.89785478077,74.808463029205
X8087,76,77.1027281768059,79.12348889885,74.281439846738
X8088,48,49.6303341871922,48.05840419625,74.988307304598
X8089,61,55.2984096354322,60.37246805584,73.62540898079
X8090,52,51.7598974578318,57.32709157062,73.423767450573
X8092,69,70.3834494291417,76.67641130327,74.509628535671
X8093,41,45.9326707550741,50.27905880204,75.282351183656
X8094,69,71.8229912883853,72.6107474137,74.630206289133
X9001,65,65.2734040956725,71.18755435613,75.380995793953
X9002,45,52.1591216023473,53.89268637678,74.636366487369
X9003,66,36.3508650954894,48.04623894667,74.886299077771
X9004,76,72.9409131924265,76.57307626766,73.834568539491
X9005,76,78.787590974823,73.16213812522,75.01068062751
X9006,45,45.9304026966885,49.37429463493,73.96726182201
X9007,71,72.6785279674883,79.99180491634,71.086157078311
X9009,52,46.1608355676327,51.93073461501,74.72944985434
X9011,84,84.5466840273305,86.76887783536,74.949117277066
X9012,57,53.5124489215727,63.04847889439,74.159589882368
X9013,68,74.9744966450726,73.70359299738,75.78871968779
X9014,74,67.5926460915862,74.23767820156,73.934052693387
X9015,33,33.6581132114331,38.93724528397,73.991994010449
X9018,68,62.8578829757443,73.2994268093,73.992107049975
X9019,73,70.9004433560241,76.18202942442,73.896295661519
X9020,79,76.7125958915001,80.88390734381,74.100502386708
X9021,72,77.3803771670691,83.75865927448,74.117242203093
X9022,78,81.7361621474813,82.46952594979,74.42053793669
X9023,68,69.3553159386487,74.80011313846,73.36207324366
X9024,52,55.2987061250029,61.74202830346,75.600150087376
X9025,64,57.401213203328,65.45075102272,73.467048664388
X9026,27,30.9857899650832,37.46120795188,74.58248393778
X9027,29,31.7901031279854,34.06449529251,73.853546445027
X9028,44,46.3343915108205,55.59370673825,74.816705468387
X9030,41,40.4162594403748,50.31635902536,73.749086898796
X9031,45,46.4072660613908,52.53371956403,73.661397306113
X9032,27,24.0002244419032,36.57375777317,73.37032130409
X9033,48,54.2896119236865,56.27204565373,75.021963566565
X9034,56,50.8704974500954,59.0987720569,74.962597837474
X9035,34,41.0777466333316,40.14545766944,74.35114087
X9036,69,66.6849404905046,70.07989253411,72.878029225927
X9037,56,58.9086992330425,60.9621874629,73.68467456622
X9039,47,44.5537454667124,53.93021373117,70.82508004873
X9040,56,62.9819549459628,57.6201316144,74.692486731184
X9041,60,69.4464171730547,65.5291431039,74.582100836438
X9042,75,69.3741704966459,78.1922833108,73.86491442826
X9043,60,66.9753456348381,63.1035765451,73.85426874858
X9044,47,47.0789092086729,53.31566915706,73.68837228138
X9045,55,56.548673211639,62.55242571867,73.85266660832
X9048,32,27.6517530989066,36.33236402775,74.21905268189
X9058,23,21.3055319008249,26.84465997508,73.96191473488
X9084,43,48.2573767493745,44.45238688411,73.735117775622
X9085,47,47.6382946489568,51.07337272257,73.344641514885
X9086,44,47.1551194749076,55.19042717792,74.887596542121
X9087,37,44.4289230270686,46.299119237,74.961173129271
X9089,27,32.5177491872582,35.3340691546,73.909794395999
X9090,69,62.7315755573577,68.45624520228,74.070512342238
X9091,28,29.3416395525679,37.79017362051,74.155600510373
X10001,51,51.0476418345403,51.29041018449,74.682314809268
X10004,57,58.6519661887875,58.27582694735,74.452886276184
X10008,19,15.9864632863191,20.05299047835,74.371690030445
X10011,44,38.9206458911125,49.75734539156,75.45796979771
X10017,49,57.867701981684,56.29049401899,75.815682621927
X10019,34,33.5716222355165,40.40279808632,75.048600539593
X10020,44,44.3865876272781,46.24040590733,75.002259890911
X10021,62,58.4807576416628,71.60761251579,76.230395314968
X10033,30,30.4005719971782,37.70327327434,75.057913290219
X10034,49,53.0295636020378,58.36436591455,75.302052255176
X10036,36,38.521626062308,46.328626789084,72.737452864199
X10038,25,22.3368529281443,32.35566392655,75.252074764784
X10040,36,38.09852953215,45.14840153598,75.452940640557
X10041,21,22.3167927549248,26.93945495023,75.4349093029
X10044,40,48.8937697851769,46.93986236495,75.93729084939
X10046,22,20.2880841687495,26.51861748199,77.65148693381
X10047,36,32.8203769469831,36.55461052222,75.068913037396
X11002,58,62.8114133183337,64.2556513863,72.816128452355
X11005,83,76.6220543710704,82.89672419335,74.677274131356
X11006,69,71.1932806590516,72.94261239871,71.912715126526
X11007,89,82.7382741100981,86.55151542674,74.471554255831
X11008,89,81.685357961093,86.5568551267201,74.27985818422
X11009,66,64.2818725249072,66.42337994869,75.26166744067
X11010,55,51.5110688716049,63.77285050413,74.7916044126933
X11011,82,69.2644937335093,79.49116449507,75.259752505866
X11012,73,69.4160681470032,80.03348425483,75.2709866800768
X11013,77,79.531159912105,82.42419680855,75.58702318899
X11014,80,77.6022814427457,86.95926653195,74.509316064018
X11015,79,67.5554402149804,72.20918378251,74.673509280084
X11016,73,62.0065743796442,74.15116649646,74.20228465527
X11017,82,77.6930895416766,78.4309157211,74.564726443724
X11018,85,82.8361432816001,86.08459602093,72.435420213482
X11019,91,90.8153284588554,91.90256189757,74.6088957799769
X11020,85,77.4097348505748,87.61103220054,75.030279503668
X11021,86,74.9002709018781,91.94290556554,73.865044944651
X11022,74,77.4891050099373,81.22946246699,74.561302653859
X11024,90,79.6305981697618,90.34787871902,74.0990359129048
X11025,87,84.2706137845932,88.04602273563,76.50202310507
X11026,76,70.7420402013438,80.43105850782,74.54951301681
X11027,81,74.5137898005308,77.6905618949,71.922800339786
X11028,59,58.4041242185062,64.41618707033,74.154836869961
X11029,73,69.2158923427917,71.88856530031,75.22950733122
X11030,76,69.1553887976726,76.50933030285,73.537747897174
X11031,85,87.5688811666905,88.98339468204,75.024271208308
X11032,69,68.7398428411434,70.18860007811,75.94057374014
X11033,85,83.209419159681,87.19103035006,74.533123508521
X11034,85,88.7141266605206,87.9187327601,74.328476792026
X11035,84,82.8644505759615,88.70424827962,74.752455111205
X11036,83,67.5220481217344,76.99736318365,73.06925426041
X11037,67,68.9084420885827,66.56560781036,74.01163725414
X11038,85,80.9211611426124,84.9226471425,76.369962224334
X11039,76,82.0913527360335,84.09268876041,73.624673788387
X11040,87,82.7595608866336,93.28388346765,75.394968815741
X11042,84,81.881530274072,87.17930627163,73.077462202422
X11043,82,84.0785648634166,82.87142609219,72.7424152184954
X11044,93,84.6036005695504,92.37127072824,73.839517008628
X11045,71,71.4536366331058,78.31015667526,74.552486746577
X11046,80,76.7074942400289,77.10508568813,73.29367111609
X11047,88,90.5033696791432,88.20648066312,72.430425044032
X11048,72,71.9662288112777,73.39203044895,72.4543771271849
X11049,77,70.7576355744319,76.29077746989,74.779427862734
X11050,56,48.87666166569,52.9218287869,75.253891860481
X11051,92,92.4671177737999,90.76497867018,75.102967960261
X11052,78,79.6259211590942,86.70642525644,74.193747534072
X11053,71,69.4826928992482,70.36613764414,73.84064632279
X11054,89,72.9575703247555,71.89414053415,73.830483264504
X11055,54,46.2698349782832,53.78240735582,74.486208652962
X11056,66,69.2279607702299,73.47544706788,74.10512489931
X11057,75,77.4689779755337,79.01343668567,75.271734899932
X11058,90,79.1362685180991,91.2731846555,74.278337158748
X11061,66,59.5102868675815,66.84193946499,74.345460759122
X11062,77,74.1277696475153,80.05327429318,73.626832809785
X11063,82,77.40411723025,83.16437301586,74.74849883843
X11064,65,71.7544113510579,74.09905753768,73.999114796209
X11065,58,60.1778779637264,63.77859761246,73.230100060625
X11066,75,75.9586289081927,82.03075633035,73.6955377085853
X11067,88,80.6284995093359,87.91238234109,74.817488322348
X11068,74,66.1610777434095,74.15255806175,74.920894369337
X11069,69,71.7814965530243,74.17629893107,73.767083452171
X11070,83,79.8668077171058,87.15782379319,74.176705265724
X11071,83,91.2501523537111,89.24268773827,75.35172776039
X11073,70,73.2743803677786,77.43567598428,76.368626669573
X11075,64,71.3111302407323,70.06288794771,75.008500961301
X11076,50,58.0786505092406,57.27889421048,76.4989980869
X11077,74,79.9383634141241,86.44563301773,72.404830880252
X11078,69,75.2333218014121,69.24953544618,74.69206090711
X11079,86,86.7287042551194,90.66299081274,73.162548768799
X11080,66,67.6550464307611,65.80964167243,75.336573358869
X11081,70,75.4136191242058,69.59186123025,74.56961492107
X11082,89,81.3606322812266,91.77898234948,74.570579294916
X11083,78,83.4087797293297,74.41058069584,74.686843874237
X11084,69,69.5737660304213,74.06232728959,73.85261137629
X11085,64,66.9455767837546,70.20178326418,75.085410748559
X11086,79,73.5221082787961,75.87059696668,74.554597513359
X11087,92,83.8360342422689,86.62805613145,74.6100054073284
X11089,70,75.2878255202325,71.43150280675,75.460585773147
X11090,77,79.2561990607946,76.99475152659,73.07238949785
X11092,78,78.5917672826376,79.83472272974,75.262669236197
X11093,71,71.7101093738125,76.03638926029,73.571397693815
X11094,68,66.5665705235021,67.84580142486,74.16204710432
X11095,61,56.6898253013727,65.59045825999,72.89191012685
X11096,73,77.1511336307823,80.63349702263,72.172163788026
